rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,tire_press_lf,tire_press_rf,tire_press_rr_orr,tire_press_lr_olr,tire_press_rr_irr,tire_press_lr_ilr
1541191869635847865,,1329,,1541191869,635754374,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191870135888122,,1330,,1541191870,135701401,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191870637336533,,1331,,1541191870,637240049,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191871135575531,,1332,,1541191871,135445663,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191871635845570,,1333,,1541191871,635705080,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191872135652806,,1334,,1541191872,135446627,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191872637154234,,1335,,1541191872,637038340,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191873135683834,,1336,,1541191873,135568991,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191873635671864,,1337,,1541191873,635496151,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191874136694217,,1338,,1541191874,136557168,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191874636481118,,1339,,1541191874,636352283,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191875136427410,,1340,,1541191875,136199884,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191875637192460,,1341,,1541191875,637042896,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191876136016468,,1342,,1541191876,135924701,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191876636882420,,1343,,1541191876,636756254,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191877135707063,,1344,,1541191877,135593914,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191877636553065,,1345,,1541191877,636434900,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191878135374441,,1346,,1541191878,135254060,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191878636378929,,1347,,1541191878,636226216,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191879136160379,,1348,,1541191879,136038987,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191879637106565,,1349,,1541191879,636974625,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191880136057387,,1350,,1541191880,135917871,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191880636051485,,1351,,1541191880,635907313,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191881136014865,,1352,,1541191881,135881354,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191881636082656,,1353,,1541191881,635944367,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191882136074614,,1354,,1541191882,135965714,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191882636061245,,1355,,1541191882,635921324,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191883135966892,,1356,,1541191883,135839117,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191883636075692,,1357,,1541191883,635935417,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191884135665122,,1358,,1541191884,135486476,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191884635774808,,1359,,1541191884,635627459,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191885135703257,,1360,,1541191885,135564565,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191885635709425,,1361,,1541191885,635582582,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191886136752072,,1362,,1541191886,136539860,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191886637324270,,1363,,1541191886,637105753,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191887136708470,,1364,,1541191887,136584181,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191887635985102,,1365,,1541191887,635816820,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191888135823661,,1366,,1541191888,135676419,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191888636961501,,1367,,1541191888,636788515,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191889135841735,,1368,,1541191889,135687399,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191889636549012,,1369,,1541191889,636405375,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191890135995032,,1370,,1541191890,135786572,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191890637031519,,1371,,1541191890,636803473,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191891136591416,,1372,,1541191891,136462652,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191891636272673,,1373,,1541191891,636089394,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191892136142572,,1374,,1541191892,136029444,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191892636279744,,1375,,1541191892,636111558,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191893136132507,,1376,,1541191893,136004201,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191893637093695,,1377,,1541191893,637000774,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191894136217450,,1378,,1541191894,136034509,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191894636709262,,1379,,1541191894,636557920,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191895136262816,,1380,,1541191895,136117073,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191895636334547,,1381,,1541191895,636212448,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191896136390962,,1382,,1541191896,136163496,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191896636353539,,1383,,1541191896,636214172,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191897136365463,,1384,,1541191897,136166120,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191897637390689,,1385,,1541191897,637272903,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191898137455344,,1386,,1541191898,137246229,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191898640486553,,1387,,1541191898,640319807,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191899137331876,,1388,,1541191899,137201316,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191899637238458,,1389,,1541191899,637134922,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191900137282878,,1390,,1541191900,137120009,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191900637224677,,1391,,1541191900,637040115,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191901137129877,,1392,,1541191901,136992479,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191901637180374,,1393,,1541191901,637061647,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191902137247825,,1394,,1541191902,137016080,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191902637048425,,1395,,1541191902,636912439,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191903138997511,,1396,,1541191903,138871424,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191903636961991,,1397,,1541191903,636786747,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191904136869407,,1398,,1541191904,136741025,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191904637820109,,1399,,1541191904,637704162,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191905137595659,,1400,,1541191905,137498243,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191905637828156,,1401,,1541191905,637728140,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191906137701895,,1402,,1541191906,137582128,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191906638578929,,1403,,1541191906,638453227,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191907137717575,,1404,,1541191907,137599281,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191907637604039,,1405,,1541191907,637475759,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191908137712287,,1406,,1541191908,137569547,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191908638588322,,1407,,1541191908,638464333,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191909137506796,,1408,,1541191909,137416476,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191909637619721,,1409,,1541191909,637502521,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191910137334851,,1410,,1541191910,137225270,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191910638315930,,1411,,1541191910,638216907,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191911137650297,,1412,,1541191911,137547992,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191911638373812,,1413,,1541191911,638181978,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191912138182678,,1414,,1541191912,138061985,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191912638305964,,1415,,1541191912,638163637,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191913138201673,,1416,,1541191913,138008887,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191913638101468,,1417,,1541191913,637962941,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191914138092759,,1418,,1541191914,137935182,'',32.0,30.0,33.0,34.0,255.0,255.0
1541191914638107262,,1419,,1541191914,637984733,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191915138074882,,1420,,1541191915,137922675,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191915638032718,,1421,,1541191915,637880293,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191916137964650,,1422,,1541191916,137707463,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191916638256183,,1423,,1541191916,638098633,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191917137837473,,1424,,1541191917,137697643,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191917637979785,,1425,,1541191917,637860385,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191918137842932,,1426,,1541191918,137699274,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191918638599528,,1427,,1541191918,638464067,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191919138663009,,1428,,1541191919,138549514,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191919638163343,,1429,,1541191919,637953869,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191920137616966,,1430,,1541191920,137495128,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191920638934281,,1431,,1541191920,638771209,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191921137945465,,1432,,1541191921,137795072,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191921638030736,,1433,,1541191921,637923777,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191922137939213,,1434,,1541191922,137754786,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191922638399509,,1435,,1541191922,638300713,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191923137852430,,1436,,1541191923,137658832,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191923639137066,,1437,,1541191923,638892537,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191924137848176,,1438,,1541191924,137751090,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191924639510205,,1439,,1541191924,639305414,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191925137921233,,1440,,1541191925,137761256,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191925638000628,,1441,,1541191925,637875593,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191926139024350,,1442,,1541191926,138838954,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191926639445523,,1443,,1541191926,639281975,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191927138010388,,1444,,1541191927,137895889,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191927639269505,,1445,,1541191927,639124985,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191928139070249,,1446,,1541191928,138945600,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191928638390863,,1447,,1541191928,638282991,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191929138756620,,1448,,1541191929,138624662,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191929638602404,,1449,,1541191929,638493648,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191930138433538,,1450,,1541191930,138267610,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191930639294592,,1451,,1541191930,639179835,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191931139086561,,1452,,1541191931,138971223,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191931638779540,,1453,,1541191931,638638618,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191932138333874,,1454,,1541191932,138206841,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191932640436409,,1455,,1541191932,640261857,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191933138395341,,1456,,1541191933,138238626,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191933640112799,,1457,,1541191933,639974980,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191934139447516,,1458,,1541191934,139233912,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191934639591767,,1459,,1541191934,639400130,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191935139471907,,1460,,1541191935,139320918,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191935640050844,,1461,,1541191935,639890527,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191936138468582,,1462,,1541191936,138331852,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191936640315594,,1463,,1541191936,640129046,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191937139593335,,1464,,1541191937,139401034,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191937639967093,,1465,,1541191937,639791240,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191938139902939,,1466,,1541191938,139675781,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191938640674508,,1467,,1541191938,640559712,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191939139579762,,1468,,1541191939,139427657,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191939640444506,,1469,,1541191939,640308555,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191940139315338,,1470,,1541191940,139147784,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191940640090732,,1471,,1541191940,639984371,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191941138951111,,1472,,1541191941,138824820,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191941640890027,,1473,,1541191941,640770822,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191942139793159,,1474,,1541191942,139599789,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191942640995540,,1475,,1541191942,640898759,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191943139451010,,1476,,1541191943,139337061,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191943639682223,,1477,,1541191943,639581594,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191944140194623,,1478,,1541191944,140050454,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191944641526975,,1479,,1541191944,641418700,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191945139110195,,1480,,1541191945,138931058,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191945639918598,,1481,,1541191945,639772388,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191946140043190,,1482,,1541191946,139895515,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191946639887030,,1483,,1541191946,639752836,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191947140167040,,1484,,1541191947,140056139,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191947640955461,,1485,,1541191947,640805671,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191948140137201,,1486,,1541191948,140016657,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191948641562363,,1487,,1541191948,641413413,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191949139311544,,1488,,1541191949,139105186,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191949639876937,,1489,,1541191949,639762088,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191950140346541,,1490,,1541191950,140153714,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191950641627301,,1491,,1541191950,641490092,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191951139400069,,1492,,1541191951,139249413,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191951641212859,,1493,,1541191951,641108481,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191952140425598,,1494,,1541191952,140330631,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191952641108046,,1495,,1541191952,640966667,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191953140480186,,1496,,1541191953,140332248,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191953640911343,,1497,,1541191953,640773717,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191954139927272,,1498,,1541191954,139486066,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191954641426851,,1499,,1541191954,641240967,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191955140600672,,1500,,1541191955,140432777,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191955640248315,,1501,,1541191955,640000261,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191956140605556,,1502,,1541191956,140477137,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191956641559198,,1503,,1541191956,641407835,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191957140035881,,1504,,1541191957,139786503,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191957641334380,,1505,,1541191957,641206331,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191958140727425,,1506,,1541191958,140543298,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191958639930016,,1507,,1541191958,639772717,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191959140829247,,1508,,1541191959,140680110,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191959641098225,,1509,,1541191959,640920262,'',32.0,29.0,33.0,35.0,255.0,255.0
1541191960139911518,,1510,,1541191960,139751946,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191960641212690,,1511,,1541191960,641062279,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191961140171313,,1512,,1541191961,139950344,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191961640107885,,1513,,1541191961,639960317,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191962140181034,,1514,,1541191962,139943964,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191962641325923,,1515,,1541191962,641166861,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191963140158222,,1516,,1541191963,139999089,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191963641086756,,1517,,1541191963,640936886,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191964140216053,,1518,,1541191964,139993775,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191964640218783,,1519,,1541191964,640089471,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191965140391876,,1520,,1541191965,140098771,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191965640277230,,1521,,1541191965,640116444,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191966140289041,,1522,,1541191966,140083210,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191966644553631,,1523,,1541191966,644446951,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191967140414936,,1524,,1541191967,140177307,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191967644565811,,1525,,1541191967,644320512,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191968140340331,,1526,,1541191968,140173130,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191968644373741,,1527,,1541191968,644176483,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191969143156669,,1528,,1541191969,143013313,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191969643037328,,1529,,1541191969,642922203,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191970142877423,,1530,,1541191970,142787496,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191970642841624,,1531,,1541191970,642632623,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191971142646782,,1532,,1541191971,142494053,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191971642479373,,1533,,1541191971,642349891,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191972142373684,,1534,,1541191972,142272140,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191972642274724,,1535,,1541191972,642144709,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191973142192120,,1536,,1541191973,141979803,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191973642029704,,1537,,1541191973,641862367,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191974142849257,,1538,,1541191974,142728884,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191974642644299,,1539,,1541191974,642562591,'',32.0,29.0,33.0,34.0,255.0,255.0
1541191975142526434,,1540,,1541191975,142427696,'',32.0,29.0,33.0,34.0,255.0,255.0
1541192095649879231,,1781,,1541192095,649638620,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192096149713407,,1782,,1541192096,149561619,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192096649704586,,1783,,1541192096,649620938,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192097149766831,,1784,,1541192097,149656130,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192097649802501,,1785,,1541192097,649712574,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192098149893237,,1786,,1541192098,149782027,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192098649912369,,1787,,1541192098,649803440,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192099149939397,,1788,,1541192099,149818763,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192099650037050,,1789,,1541192099,649914113,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192100150205067,,1790,,1541192100,149980847,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192100652950020,,1791,,1541192100,652872172,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192101152175132,,1792,,1541192101,152081651,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192101653259062,,1793,,1541192101,653169142,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192102152022066,,1794,,1541192102,151934491,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192102652447782,,1795,,1541192102,652266205,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192103152355418,,1796,,1541192103,152258482,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192103653060081,,1797,,1541192103,652974022,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192104152304038,,1798,,1541192104,152221454,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192104653397702,,1799,,1541192104,653284475,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192105152107160,,1800,,1541192105,152005783,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192105652401862,,1801,,1541192105,652307980,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192106152429011,,1802,,1541192106,152262434,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192106652365357,,1803,,1541192106,652246338,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192107152640472,,1804,,1541192107,152379744,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192107653460260,,1805,,1541192107,653332238,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192108152213533,,1806,,1541192108,152083555,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192108652516287,,1807,,1541192108,652359418,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192109152498347,,1808,,1541192109,152373665,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192109653287494,,1809,,1541192109,653142938,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192110152487184,,1810,,1541192110,152339852,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192110653673574,,1811,,1541192110,653588916,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192111152331526,,1812,,1541192111,152190872,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192111652518463,,1813,,1541192111,652403036,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192112152501097,,1814,,1541192112,152411930,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192112653345740,,1815,,1541192112,653228032,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192113152129146,,1816,,1541192113,152031165,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192113652839986,,1817,,1541192113,652677542,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192114152386663,,1818,,1541192114,152305798,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192114653133016,,1819,,1541192114,653033045,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192115152750933,,1820,,1541192115,152636394,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192115653443109,,1821,,1541192115,653301462,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192116153032896,,1822,,1541192116,152944467,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192116652653604,,1823,,1541192116,652544890,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192117153453160,,1824,,1541192117,153333081,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192117652694204,,1825,,1541192117,652562059,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192118152691226,,1826,,1541192118,152569080,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192118653492816,,1827,,1541192118,653393981,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192119152750299,,1828,,1541192119,152625758,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192119652765601,,1829,,1541192119,652622511,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192120152588401,,1830,,1541192120,152445661,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192120652698671,,1831,,1541192120,652532206,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192121152602510,,1832,,1541192121,152470985,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192121653515828,,1833,,1541192121,653391905,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192122152448333,,1834,,1541192122,152337204,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192122652516758,,1835,,1541192122,652309196,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192123152397280,,1836,,1541192123,152246152,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192123652416841,,1837,,1541192123,652280714,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192124153304366,,1838,,1541192124,153146137,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192124652235309,,1839,,1541192124,652112585,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192125152050813,,1840,,1541192125,151917158,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192125651883803,,1841,,1541192125,651784076,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192126151715824,,1842,,1541192126,151640614,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192126651645792,,1843,,1541192126,651508589,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192127151664058,,1844,,1541192127,151496189,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192127651366107,,1845,,1541192127,651256679,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192128151173703,,1846,,1541192128,151055808,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192128651064529,,1847,,1541192128,650936209,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192129150887020,,1848,,1541192129,150797235,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192129650828527,,1849,,1541192129,650664091,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192130150669343,,1850,,1541192130,150539545,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192130653838631,,1851,,1541192130,653724075,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192131150337751,,1852,,1541192131,150238749,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192131651221521,,1853,,1541192131,651156895,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192132150153763,,1854,,1541192132,149963136,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192132651023210,,1855,,1541192132,650881271,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192133150815003,,1856,,1541192133,150696806,'',32.0,29.0,33.0,35.0,255.0,255.0
1541192133651708201,,1857,,1541192133,651603269,'',32.0,29.0,33.0,35.0,255.0,255.0
